serial,title,original_name,filename,location,type,affiliation,region_bucket,hiring_priority,website
473,Narajole Raj College,Narajole Raj College,narajole-raj-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
474,Nayagram Pandit Raghunath Murmu Government College,Nayagram Pandit Raghunath Murmu Government College,nayagram-pandit-raghunath-murmu-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
475,"Oriental Institute of Science and Technology, Midnapore","Oriental Institute of Science and Technology, Midnapore",oriental-institute-of-science-and-technology-midnapore.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
476,Panskura Banamali College,Panskura Banamali College,panskura-banamali-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
477,Pingla Thana Mahavidyalaya,Pingla Thana Mahavidyalaya,pingla-thana-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
478,Prabhat Kumar College,Prabhat Kumar College,prabhat-kumar-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
479,Rabindra Bharati Mahavidyalaya,Rabindra Bharati Mahavidyalaya,rabindra-bharati-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
480,Raja Narendra Lal Khan Women's College,Raja Narendra Lal Khan Women's College,raja-narendra-lal-khan-women-s-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
481,Ramnagar College,Ramnagar College,ramnagar-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
482,Sabang Sajanikanta Mahavidyalaya,Sabang Sajanikanta Mahavidyalaya,sabang-sajanikanta-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
483,Salboni Government College,Salboni Government College,salboni-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
484,Sankrail Anil Biswas Smriti Mahavidyalaya,Sankrail Anil Biswas Smriti Mahavidyalaya,sankrail-anil-biswas-smriti-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
485,Santal Bidroha Sardha Satabarsiki Mahavidyalaya,Santal Bidroha Sardha Satabarsiki Mahavidyalaya,santal-bidroha-sardha-satabarsiki-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
486,Seva Bharati Mahavidyalaya,Seva Bharati Mahavidyalaya,seva-bharati-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
487,Shahid Matangini Hazra Government College for Women,Shahid Matangini Hazra Government College for Women,shahid-matangini-hazra-government-college-for-women.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
488,Siddhinath Mahavidyalaya,Siddhinath Mahavidyalaya,siddhinath-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
489,Silda Chandra Sekhar College,Silda Chandra Sekhar College,silda-chandra-sekhar-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
490,Sitananda College,Sitananda College,sitananda-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
491,Subarnarekha Mahavidyalaya,Subarnarekha Mahavidyalaya,subarnarekha-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
492,Sukumar Sengupta Mahavidyalaya,Sukumar Sengupta Mahavidyalaya,sukumar-sengupta-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
493,Swarnamoyee Jogendranath Mahavidyalaya,Swarnamoyee Jogendranath Mahavidyalaya,swarnamoyee-jogendranath-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
494,Tamralipta Mahavidyalaya,Tamralipta Mahavidyalaya,tamralipta-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
495,Vidyasagar Institute of Health,Vidyasagar Institute of Health,vidyasagar-institute-of-health.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
496,Vidyasagar School of Social Work,Vidyasagar School of Social Work,vidyasagar-school-of-social-work.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
497,Vivekananda Mission Mahavidyalaya,Vivekananda Mission Mahavidyalaya,vivekananda-mission-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
498,Vivekananda Satavarshiki Mahavidyalaya,Vivekananda Satavarshiki Mahavidyalaya,vivekananda-satavarshiki-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
499,Yogoda Satsanga Palpara Mahavidyalaya,Yogoda Satsanga Palpara Mahavidyalaya,yogoda-satsanga-palpara-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
500,Acharya Prafulla Chandra College,Acharya Prafulla Chandra College,acharya-prafulla-chandra-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
501,Ali Yavar Jung National Institute of Speech and Hearing Disabilities,Ali Yavar Jung National Institute of Speech and Hearing Disabilities,ali-yavar-jung-national-institute-of-speech-and-hearing-disabilities.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
502,Amdanga Jugal Kishore Mahavidyalaya,Amdanga Jugal Kishore Mahavidyalaya,amdanga-jugal-kishore-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
503,Bamanpukur Humayun Kabir Mahavidyalaya,Bamanpukur Humayun Kabir Mahavidyalaya,bamanpukur-humayun-kabir-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
504,Banipur Mahila Mahavidyalaya,Banipur Mahila Mahavidyalaya,banipur-mahila-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
505,Barasat College,Barasat College,barasat-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
506,Barasat Government College,Barasat Government College,barasat-government-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
507,Barrackpore Rastraguru Surendranath College,Barrackpore Rastraguru Surendranath College,barrackpore-rastraguru-surendranath-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
508,Basirhat College,Basirhat College,basirhat-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
509,Bhairab Ganguly College,Bhairab Ganguly College,bhairab-ganguly-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
510,Bidhannagar College,Bidhannagar College,bidhannagar-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
511,"Bikashayan, 40, Bonhoogly Govt Colony, Alambazar","Bikashayan, 40, Bonhoogly Govt Colony, Alambazar",bikashayan-bonhoogly-govt-colony-alambazar.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
512,Brahmananda Keshab Chandra College,Brahmananda Keshab Chandra College,brahmananda-keshab-chandra-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
513,Chandraketugarh Sahidullah Smriti Mahavidyalaya,Chandraketugarh Sahidullah Smriti Mahavidyalaya,chandraketugarh-sahidullah-smriti-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
514,Derozio Memorial College,Derozio Memorial College,derozio-memorial-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
515,Dinabandhu Mahavidyalay,Dinabandhu Mahavidyalay,dinabandhu-mahavidyalay.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
516,Dr. A.P.J. Abdul Kalam Government College,Dr. A.P.J. Abdul Kalam Government College,dr-a-p-j-abdul-kalam-government-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
517,Dr. B. R. Ambedkar Satabarshiki Mahavidyalaya,Dr. B. R. Ambedkar Satabarshiki Mahavidyalaya,dr-b-r-ambedkar-satabarshiki-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
518,Dum Dum Motijheel College,Dum Dum Motijheel College,dum-dum-motijheel-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
519,Dum Dum Motijheel Rabindra Mahavidyalaya,Dum Dum Motijheel Rabindra Mahavidyalaya,dum-dum-motijheel-rabindra-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
520,East Calcutta Girls' College,East Calcutta Girls' College,east-calcutta-girls-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
521,"GLF Business School, Sector I, Salt Lake","GLF Business School, Sector I, Salt Lake",glf-business-school-sector-i-salt-lake.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
522,Gobardanga Hindu College,Gobardanga Hindu College,gobardanga-hindu-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
523,Hingalganj Mahavidyalaya,Hingalganj Mahavidyalaya,hingalganj-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
524,Hiralal Majumdar Memorial College for Women,Hiralal Majumdar Memorial College for Women,hiralal-majumdar-memorial-college-for-women.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
525,Institute of Science and Advanced Research,Institute of Science and Advanced Research,institute-of-science-and-advanced-research.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
526,Kalinagar Mahavidyalaya,Kalinagar Mahavidyalaya,kalinagar-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
527,Kingston College of Science,Kingston College of Science,kingston-college-of-science.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
528,Kingston Law College,Kingston Law College,kingston-law-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
529,Mahadevananda Mahavidyalaya,Mahadevananda Mahavidyalaya,mahadevananda-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
530,"Maharajah's College, Balisa Bira","Maharajah's College, Balisa Bira",maharajah-s-college-balisa-bira.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
531,Morning Star College,Morning Star College,morning-star-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
532,Mrinalini Dutta Mahavidyapith,Mrinalini Dutta Mahavidyapith,mrinalini-dutta-mahavidyapith.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
533,Naba Barrackpore Prafulla Chandra Mahavidyalaya,Naba Barrackpore Prafulla Chandra Mahavidyalaya,naba-barrackpore-prafulla-chandra-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
534,Nahata Jogendranath Mandal Smriti Mahavidyalaya,Nahata Jogendranath Mandal Smriti Mahavidyalaya,nahata-jogendranath-mandal-smriti-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
535,"National Institute for the Mentally Handicapped, B.T. Road, Bon Hoogly","National Institute for the Mentally Handicapped, B.T. Road, Bon Hoogly",national-institute-for-the-mentally-handicapped-b-t-road-bon-hoogly.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
536,Netaji Satabarshiki Mahavidyalaya,Netaji Satabarshiki Mahavidyalaya,netaji-satabarshiki-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
537,P. N. Das College,P. N. Das College,p-n-das-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
538,P. R. Thakur Government College,P. R. Thakur Government College,p-r-thakur-government-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
539,Panihati Mahavidyalaya,Panihati Mahavidyalaya,panihati-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
540,Post Graduate Government Institute for Physical Education,Post Graduate Government Institute for Physical Education,post-graduate-government-institute-for-physical-education.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
541,Ramakrishna Mission Vivekananda Centenary College,Ramakrishna Mission Vivekananda Centenary College,ramakrishna-mission-vivekananda-centenary-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
542,Ramakrishna Sarada Mission Vivekananda Vidyabhavan,Ramakrishna Sarada Mission Vivekananda Vidyabhavan,ramakrishna-sarada-mission-vivekananda-vidyabhavan.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
543,Rishi Bankim Chandra College,Rishi Bankim Chandra College,rishi-bankim-chandra-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
544,Saheed Nurul Islam Mahavidyalaya,Saheed Nurul Islam Mahavidyalaya,saheed-nurul-islam-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
545,Sarada Ma Girls' College,Sarada Ma Girls' College,sarada-ma-girls-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
546,Sree Chaitanya College,Sree Chaitanya College,sree-chaitanya-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
547,Sree Chaitanya Mahavidyalaya,Sree Chaitanya Mahavidyalaya,sree-chaitanya-mahavidyalaya.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
548,Taki Government College,Taki Government College,taki-government-college.md,West Bengal State University / North 24 Parganas region,College / Affiliated Institution,West Bengal State University / North 24 Parganas region,Rest of West Bengal,Not assessed,
549,Alipurduar University,Alipurduar University,alipurduar-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
550,All India Institute of Medical Sciences Kalyani,All India Institute of Medical Sciences Kalyani,all-india-institute-of-medical-sciences-kalyani.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
551,Bankura University,Bankura University,bankura-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
552,Biswa Bangla Biswabidyalay,Biswa Bangla Biswabidyalay,biswa-bangla-biswabidyalay.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
553,Cooch Behar Panchanan Barma University,Cooch Behar Panchanan Barma University,cooch-behar-panchanan-barma-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
554,Dakshin Dinajpur University,Dakshin Dinajpur University,dakshin-dinajpur-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
555,Darjeeling Hills University,Darjeeling Hills University,darjeeling-hills-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
556,Diamond Harbour Women's University,Diamond Harbour Women's University,diamond-harbour-women-s-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
557,Harichand Guruchand University,Harichand Guruchand University,harichand-guruchand-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
558,Indian Association for the Cultivation of Science,Indian Association for the Cultivation of Science,indian-association-for-the-cultivation-of-science.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
559,"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur",indian-institute-of-engineering-science-and-technology-shibpur.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
560,Indian Institute of Information Technology Kalyani,Indian Institute of Information Technology Kalyani,indian-institute-of-information-technology-kalyani.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
561,Indian Institute of Management Calcutta,Indian Institute of Management Calcutta,indian-institute-of-management-calcutta.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
562,Indian Institute of Science Education and Research Kolkata,Indian Institute of Science Education and Research Kolkata,indian-institute-of-science-education-and-research-kolkata.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
563,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,indian-institute-of-technology-kharagpur.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
564,Indian Maritime University Kolkata,Indian Maritime University Kolkata,indian-maritime-university-kolkata.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
565,Indian Statistical Institute,"Indian Statistical Institute, Kolkata",indian-statistical-institute.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
566,Kanyashree University,Kanyashree University,kanyashree-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
567,Kazi Nazrul University,Kazi Nazrul University,kazi-nazrul-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
568,"Mahatma Gandhi University, West Bengal","Mahatma Gandhi University, West Bengal",mahatma-gandhi-university-west-bengal.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
569,Murshidabad University,Murshidabad University,murshidabad-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
570,National Institute of Pharmaceutical Education and Research Kolkata,National Institute of Pharmaceutical Education and Research Kolkata,national-institute-of-pharmaceutical-education-and-research-kolkata.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
571,National Institute of Technical Teachers Training and Research Kolkata,National Institute of Technical Teachers Training and Research Kolkata,national-institute-of-technical-teachers-training-and-research-kolkata.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
572,National Institute of Technology Durgapur,National Institute of Technology Durgapur,national-institute-of-technology-durgapur.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
573,Netaji Subhas Open University,Netaji Subhas Open University,netaji-subhas-open-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
574,Presidency University,Presidency University,presidency-university-a.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
575,Raiganj University,Raiganj University,raiganj-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
576,Ramakrishna Mission Vivekananda Educational and Research Institute,Ramakrishna Mission Vivekananda Educational and Research Institute,ramakrishna-mission-vivekananda-educational-and-research-institute.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
